appid,name,median_playtime
333490,Replay - VHS is not dead,286
333510,Isbarah,359
333540,Neocolonialism,83
333600,NEKOPARA Vol. 1,284
333640,Caves of Qud,219
333660,Towers of Altrac - Epic Defense Battles,2
333930,Dirty Bomb®,73
333950,Medieval Engineers,11438
333980,AKIBA'S TRIP: Undead ＆ Undressed,591
334030,Epic Arena,14
334040,Down To One,253
334070,Hektor,64
334210,Fortified,302
334230,Town of Salem,927
334270,Star Traders: 4X Empires,75
334300,Fake Colours,312
334420,Out There: Ω Edition,154
334690,Squirreltopia,135
334920,Zero-K,502
335000,Tormentum - Dark Sorrow,255
335150,Magic Barrage - Bitferno,13
335190,200% Mixed Juice!,348
335200,ManaCollect,455
335220,But to Paint a Universe,237
335240,Transformice,21
335300,DARK SOULS™ II: Scholar of the First Sin,2442
335320,Bet On Soldier,42
335330,Brick-Force,30
335430,Grimoire: Manastorm,167
335460,An Assassin in Orlandes,276
335550,Cubicity,368
335620,Star Traders: Frontiers,761
335670,LISA,1298
335690,dUpLicity ~Beyond the Lies~,75
335790,Words for Evil,16
335820,Dream Of Mirror Online,10470
335900,Angels of Fasaria: Version 2.0,323
336090,Sky Mercenaries,234
336130,Shardlight,67
336200,Starlaxis Supernova Edition,146
336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,228
336380,Catmouth Island,565
336420,Bloodsports.TV,104
336520,Might & Magic Heroes Online,294
336670,HIT,5
337000,Deus Ex: Mankind Divided,977
337040,Deadnaut,489
337150,Sentinels of the Multiverse,186
337180,Velocity 2X,346
337270,Ostrich Island,286
337290,Still Not Dead,157
337320,Paint the Town Red,350
337340,Finding Paradise,166
337360,Dead Island Retro Revenge,339
337410,Karos,1
337420,Final Dusk,515
337630,Bermuda,293
337940,X-note,1084
337950,The SKIES,47
338050,Anoxemia,285
338060,Mahjong Pretty Girls Battle,294
338120,Marble Duel,200
338140,Venetica - Gold Edition,39
338170,Ratz Instagib,85
338180,Batla,231
338320,Pixel Heroes: Byte & Magic,1027
338390,The Technomancer,67
338530,Trouble In The Manor,234
338540,Navy Field 2 : Conqueror of the Ocean,43
339000,Ukrainian Ninja,55
339110,Plith,177
339120,Fork Parker's Holiday Profit Hike,14
339160,Tales of the Orient: The Rising Sun,429
339200,Oceanhorn: Monster of Uncharted Seas,140
339230,ZOMBI,145
339280,Strife®,78
339290,Castle,182
339320,Snake Blocks,26
339340,Resident Evil 0 / biohazard 0 HD REMASTER,132
339400,Runestone Keeper,799
339470,Retention,206
339600,VEGA Conflict,8166
339610,Freestyle 2: Street Basketball,755
339800,HuniePop,780
339820,Starwalker,294
340030,Dungeon of gain,272
340050,Survivalist,63
340070,Battle Ranch: Pigs vs Plants,309
340150,Basement,1388
340170,FINAL FANTASY TYPE-0™ HD,73
340200,Bloop,2
340220,Shadows of War,238
340300,Teddy Floppy Ear - Mountain Adventure,349
340310,Teddy Floppy Ear - Kayaking,349
340320,Sinless + OST,229
340340,Domestic Dog,840
340350,Quintet,10
340440,Grand Class Melee 2,101
340470,You Are Not A Banana: Better Edition,290
340490,Subterrain,297
340520,Tallowmere,487
340540,TDP4:Team Battle,37
340680,Bunny Bash,3
340730,Sunrider Academy,355
340770,Death Goat,2
340810,Deepworld,655
340830,Razenroth,275
340860,RaidersSphere4th,296
341000,Mad Games Tycoon,144
341060,The Lady,159
341070,Stay Dead Evolution,212
341090,On A Roll 3D,166
341120,Glorkian Warrior: The Trials Of Glork,274
341160,Steam Heroes,286
341310,Greyfox RPG,277
341380,Countless Rooms of Death,339
341390,Vulture for NetHack,13714
341440,BANZAI PECAN: The Last Hope For the Young Century,2
341470,Loot Hunter,223
341500,Camera Obscura,188
341530,Stardust Vanguards,69
341710,Crest - an indirect god sim,37
341720,Among Ripples,7
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,271
341800,Keep Talking and Nobody Explodes,251
341940,Hatred,206
341950,Lux Delux,79
341980,Dispatcher,288
342090,The Clans - Saga of the Twins,639
342150,Games of Glory,109
342180,Arizona Sunshine,128
342200,MechWarrior Online™ Solaris 7,104
342240,SCHAR: Blue Shield Alliance,755
342310,RIOT: Civil Unrest,32
342360,Train of Afterlife,254
342380,Sakura Angels,1147
342480,Gunscape,175
342510,Bret Airborne,55
342520,BoxesWithGuns,1
342560,Airships: Conquer the Skies,218
342570,HIS (Heroes In the Sky),116
342580,12 Labours of Hercules,349
342970,Pixel Survivors,281
342980,Destination Sol,87
343090,SimpleRockets,636
343100,Overture,529
343270,Disillusions Manga Horror,158
343280,Zotrix,329
343340,Tiamat X,240
343360,Particula,339
343440,Crash Drive 2,470
343560,Bob Was Hungry,14
343630,CroNix,16
343710,Kholat,303
343740,InMind VR,1
343800,Shadowgate: MacVenture Series,305
343820,Déjà Vu: MacVenture Series,183
343860,Tacoma,19
343930,Fort Defense,332
344030,Ghost Pirates of Vooju Island,94
344040,Voxelized,187
344130,Cataegis : The White Wind,322
344190,Immortal Empire,209
344230,Pixel Puzzles 2: Birds,277
344300,Heckabomb,216
344480,Quell,207
344500,Three Fourths Home: Extended Edition,190
344630,Princess Evangile All Ages Version,252
344760,Reign Of Kings,3322
344770,fault - milestone two side:above,307
344850,Big Pharma,1127
344910,Sun Blast: Star Fighter,226
345060,Stay Alight,369
345140,Crystal Rift,46
345180,Victor Vran ARPG,306
345220,Agent Awesome,303
345260,Medieval: Total War™ - Collection,185
345350,LIGHTNING RETURNS™: FINAL FANTASY® XIII,2639
345390,King's Quest,56
345440,Vapour,386
345610,The Fruit of Grisaia,4187
345620,The Labyrinth of Grisaia,2353
345650,Without Within,3
345750,Idol Hands,317
345820,Shantae and the Pirate's Curse,550
345860,Super Galaxy Squadron EX Turbo,211
345920,The Note,255
346010,Besiege,310
346110,ARK: Survival Evolved,1470
346120,Boring Man - Online Tactical Stickman Combat,519
346180,David.,240
346210,Garden Rescue,219
346250,The Old Tree,13
346330,BrainBread 2,43
346500,Road Scars: Origins,776
346560,Hero of the Kingdom II,402
346630,Plazma Being,216
346750,Merchant,4
346780,Luminosity,271
346900,AdVenture Capitalist,388
346940,Shadowrun: Hong Kong - Extended Edition,767
346950,The Dark Stone from Mebara,213
347040,Keebles,342
347160,Steredenn,145
347240,Challenge of the Five Realms: Spellbound in the World of Nhagardia,9
347290,Rise & Shine,288
347430,Frankenstein: Master of Death,226
347510,Rats - Time is running out!,165
347560,Terra Incognita ~ Chapter One: The Descendant,219
347620,Gaokao.Love.100Days,322
347670,Karate Master 2 Knock Down Blow,189
347830,Fairy Fencer F,229
347950,Palace of Cards,18
348020,Bloodbath Kavkaz,370
348250,Google Earth VR,25
348360,Doodle God,363
348450,Lex Mortis,211
348460,Bierzerkers,15
348510,Autobahn Police Simulator,2284
348530,Incognito,278
348540,Divine Slice of Life,284
348620,Voices from the Sea,18
348730,Abyss Raiders: Uncharted,274
348740,Abyss Cave,181
348820,FIM Speedway Grand Prix 15,1225
348860,MyDream,17
348870,Night Mysteries: The Amphora Prisoner,227
348950,Ame no Marginal -Rain Marginal-,271
348960,Odysseus: Long Way Home,234
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,635
349220,The Black Watchmen,110
349320,The Rainy Port Keelung 雨港基隆,364
349440,The Undying Plague,343
349500,Cubicle Quest,391
349720,Audition Online,124
349760,Snail Bob 2: Tiny Troubles,301
349790,Galaxy of Pen & Paper +1,83
350010,Time Mysteries: Inheritance - Remastered,292
350070,Environmental Station Alpha,239
350080,Wolfenstein: The Old Blood,276
350500,Fly in the House,281
350600,BIOS,42
350620,Sandmason,120
350640,Sherlock Holmes: The Devil's Daughter,429
350700,Red Stone Online,12
350740,The Bug Butcher,67
350780,MANOS,9
350810,Pixel Puzzles 2: Anime,278
350990,Bloodwood Reload,2
351030,Pixel Puzzles Ultimate,204
351080,The Corporate Machine,1
351090,Regency Solitaire,275
351140,Rustbucket Rumble,140
351150,DRAGON: A Game About a Dragon,203
351250,Avalanche 2: Super Avalanche,508
351290,SURVIVAL,46
351340,Belladonna,401
351400,The Defenders: The Second Wave,185
351470,Sometimes: Success Requires Sacrifice,293
351490,Intergalactic Bubbles,621
351640,Eternal Senia,155
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2,81
351720,Zotrix - Solar Division,368
351790,Invisible Apartment,12
351800,Dev Guy,19
351910,Valhalla Hills,126
351920,Crazy Machines 3,173
351940,The Descendant,247
351970,Tales of Zestiria,1495
351990,Riff Racer - Race Your Music!,146
352010,Beach Bounce,441
352070,Fort Meow,73
352160,Curse of Mermos,100
352400,LEGO® Jurassic World,619
352460,Dead Realm,131
352520,The Silent Age,11
352610,The Way We All Go,411
352620,Porcunipine,226
352640,The Indie Mixtape,2
352750,Road Works,328
352890,Caravan,217
352960,Star Horizon,43
353070,Ghost Encounters: Deadwood - Collector's Edition,456
353130,Time of Dragons,20
353270,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3 Ｖ世紀,180
353360,how do you Do It?,14
353550,House of Caravan,237
353560,Plug & Play,19
353640,Train Valley,119
353700,The Deadly Tower of Monsters,329
353990,Parvaneh: Legacy of the Light's Guardians,171
354040,Hypership Out of Control,253
354140,Five Nights at Freddy's 3,146
354200,Aberoth,35
354240,"Please, Don’t Touch Anything",241
354290,LoveBeat,13
354380,Assassin’s Creed® Chronicles: China,101
354640,The Settlers Online,21
354860,The Adventures of Tree,290
354920,Pester,227
355070,TDP5 Arena 3D,8
355180,Codename CURE,71
355240,NEO AQUARIUM - The King of Crustaceans -,42
355280,Brave Furries,289
355410,Radium,244
355430,//SNOWFLAKE TATTOO//,229
355520,The Albino Hunter,109
355790,Styx: Shards of Darkness,104
355800,Space Run Galaxy,666
355810,Centauri Sector,212
355840,Survarium,59
355920,Pixel Puzzles 2: Space,315
355980,Dungeon Warfare,770
356040,Sheltered,338
356050,Beyond Eyes,763
356130,Heroes of Scene,7
356190,Middle-earth™: Shadow of War™,1265
356310,METAL SLUG DEFENSE,431
356370,Soccer Manager 2015,244
356400,Thumper,24
356420,Interloper,326
356500,STAR WARS™ Galactic Battlegrounds Saga,76
356520,Port of Call,17
356530,The Confines Of The Crown,670
356570,Party Hard,121
356670,Spooky's Jump Scare Mansion,42
357070,UBERMOSH,164
357190,ULTIMATE MARVEL VS. CAPCOM 3,54
357200,500 Years Act 1,250
357290,Red Lake,221
357300,Snakebird,135
357330,Space Beast Terror Fright,4
357340,Cobalt,365
357370,Return NULL - Episode 1,10
357500,Rumble Fighter: Unleashed,35
357650,Project Explore,35
357770,The District,223
357780,Defend Your Life: TD,708
357890,Vortex Attack: ボルテックスアタック,28
357900,Make it indie!,200
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,220
358130,Curious Expedition,562
358270,Death Rally (Classic),22
358290,Hocus Pocus,14
358340,Word Rescue,12
358360,Raptor: Call of the Shadows (1994 Classic Edition),1
358390,Stargunner,13
358410,Rise of the Triad: Dark War,3
358650,Gryphon Knight Epic,333
358750,Sunrider: Liberation Day - Captain's Edition,314
358770,The Reject Demon: Toko Chapter 0 — Prelude,670
358830,Good Robot,2
358960,Canabalt,2
359040,The Music Machine,50
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,121
359060,Switch Galaxy Ultra,225
359100,Q.U.B.E. 2,913
359230,Lethis - Path of Progress,1195
359260,Green Moon,247
359310,Evoland 2,198
359320,Elite Dangerous,2579
359390,Amnesia™: Memories,478
359550,Tom Clancy's Rainbow Six® Siege,2543
359580,Uncanny Valley,217
359800,Copa Petrobras de Marcas,33
359870,FINAL FANTASY X/X-2 HD Remaster,682
359960,Choice Chamber,304
360010,Remnants Of Isolation,1
360150,How To Survive: Third Person Standalone,336
360170,How to Survive 2,495
360380,Tiny Bridge: Ratventure,187
360390,Nightside,194
360430,Mafia III,548
360550,Cursed Sight,186
360620,Spellsworn,91
360640,12 Labours of Hercules II: The Cretan Bull,300
360650,12 Labours of Hercules III: Girl Power,373
360730,Cards and Castles,48
360740,Downwell,108
360750,StarFence: Heroic Edition,5
360830,Yooka-Laylee,57
360850,Electric Circuit,210
360870,Ultimate Tic-Tac-Toe,1
360890,The Lost Valley,218
360940,The Mean Greens - Plastic Warfare,69
360970,Heaven Forest NIGHTS,276
361190,Sparkle 3 Genesis,260
361280,Turmoil,242
361300,Mother Russia Bleeds,631
361420,ASTRONEER,1089
361600,Luna Sky,194
361630,404Sight,41
361800,Tree of Life,4866
361850,Portal of Evil: Stolen Runes Collector's Edition,169
361990,Lakeview Cabin Collection,17
362350,Boss Monster,1180
362410,Adam's Venture Chronicles,226
362490,Exanima,547
362610,High On Racing,373
362620,Software Inc.,317
362660,Blue Rose,726
362680,Fran Bow,654
362890,Black Mesa,794
362930,Garfield Kart,41
362960,Tyranny,1899
363050,Let's Explore the Airport (Junior Field Trips),1
363130,Toukiden: Kiwami,1532
363410,Always The Same Blue Sky...,329
363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,11
363460,Spermination,116
363490,Escape Machines,224
363510,STAR-BOX: RPG Adventures in Space,280
363600,Holy Potatoes! A Weapon Shop?!,833
363610,Botology,265
363620,Tea Party Simulator 2015™,485
363680,Battlefleet Gothic: Armada,1647
363790,Egg Returns Home,736
363890,RPG Maker MV,331
363930,Dead Age,555
363970,Clicker Heroes,463
363980,Forget Me Not: My Organic Garden,1467
364050,Face It - A game to fight inner demons,468
364200,Farabel,446
364230,Lucius Demake,125
364360,Total War: WARHAMMER,4356
364420,Roguelands,231
364470,The Elder Scrolls®: Legends™,214
364480,Red Goblin: Cursed Forest,179
364690,SUPER DISTRO,153
364890,The Lost Battalion: All Out Warfare,272
364910,Redemption: Saints And Sinners,294
364930,Koi-Koi Japan [Hanafuda playing cards],289
365160,Kona,63
365190,TASTEE: Lethal Tactics,32
365300,Transmissions: Element 120,90
365310,Organ Biker,219
365450,Hacknet,271
365590,Tom Clancy’s The Division™,1952
365660,OlliOlli2: Welcome to Olliwood,108
365680,BRAWL,308
365770,Volume,76
365900,Pixel Dungeon,323
366090,Colony Survival,11
366180,Disposable Heroes,515
366220,Wurm Unlimited,2283
366250,METAL SLUG,501
366260,METAL SLUG 2,954
366320,Seasons after Fall,714
366610,Not without my donuts,226
366760,Adorables,419
366890,Zombie Zoeds,314
366910,The Long Journey Home,282
366970,Mighty Switch Force! Hyper Drive Edition,214
367000,Fine Sweeper,254
367080,Songbringer,479
367120,Seduce Me the Otome,77
367430,One Ship Two Ship Redshift Blueshift,103
367450,Poly Bridge,175
367500,Dragon's Dogma: Dark Arisen,1137
367520,Hollow Knight,1245
367570,oO,46
367580,Hook,266
367600,Skyshine's BEDLAM,100
367670,Controller Companion,6
368000,100ft Robot Golf,63
368070,Sniper Ghost Warrior 3,1800
368080,Aurion: Legacy of the Kori-Odan,524
368160,WORLD END ECONOMiCA episode.02,768
368230,Kingdom: Classic,199
368290,Visibility,1
368360,60 Seconds!,235
368370,Her Story,146
368500,Assassin's Creed® Syndicate,680
368590,Albert and Otto,325
368610,The Enchanted Cave 2,219
368620,Timespinner,3
368710,Power of Love,269
368720,Sirius,185
368730,No Time To Explain Remastered,184
368770,President for a Day - Floodings,5
368860,Garbage Day,16
368950,Jigoku Kisetsukan: Sense of the Seasons,178
368970,Haywire on Fuel Station Zeta,276
368990,Despair,233
369000,Pongo,658
369030,Vinyl,132
369060,Amygdala,203
369070,Slain: Back from Hell,201
369360,Car Washer: Summer of the Ninja,232
369370,Crossfire: Dungeons,494
369400,Let the Cat in,7
369420,9 Clues 2: The Ward,177
369580,NotTheNameWeWanted,17
369890,Riddled Corpses,784
369990,"Gremlins, Inc.",361
370020,Templar Battleforce,147
370050,Scarab Tales,281
370060,Coffee Shop Tycoon,272
370070,Wyrmsun,11
370090,Axis Football 2015,1
370130,Lion Quest,60
370170,Dale Hardshovel HD,259
370270,Jim Power -The Lost Dimension,416
370280,Season of 12 Colors,796
370360,TIS-100,325
370460,Arcana Heart 3 LOVE MAX!!!!!,215
370480,Pixel Galaxy,6
370510,Marble Mayhem: Fragile Ball,217
370770,Holodrive,203
370910,Kathy Rain,313
371180,Super 3-D Noah's Ark,1
371200,Halcyon 6: Starbase Commander,283
371210,Gridberd,224
371330,Two Digits,283
371390,Flix The Flea,301
371420,Teddy Floppy Ear - The Race,541
371450,Awe,14
371460,Gnumz: Masters of Defense,313
371510,Gunnheim,335
371520,Bounty Train,217
371550,A Bastard's Tale,408
371570,Tap Heroes,220
371660,Far Cry® Primal,923
371670,Rolling Sun,212
371710,Age of Castles: Warlords,542
371900,Pillar,342
371970,Barony,513
372000,Tree of Savior (English Ver.),760
372330,Beauty Bounce,175
372360,Tales of Symphonia,235
372490,GROOVY,197
372540,The Lost Mythologies,7
372750,Girl Amazon Survival,460
372800,RPG MO,352
373180,Kung Fury: Street Rage,348
373290,Stones of Sorrow,286
373330,All Is Dust,484
373420,Divinity: Original Sin - Enhanced Edition,1190
373440,Stargazer,553
373600,Weapon of Choice,151
373610,Shoot 1UP,109
373620,Explosionade,149
373630,Game Type,122
373720,Ryzom,10
373770,LiEat,246
374030,Virginia,219
374040,Portal Knights,1247
374280,Hired Ops,2713
374320,DARK SOULS™ III,1776
374460,Impossiball,226
374830,Defend The Highlands,590
374900,Agatha Christie - The ABC Murders,188
375010,Energy Balance,282
375200,Sakura Fantasy,694
375220,Bitweb,1
375230,"Warhammer 40,000: Eternal Crusade",43
375250,Pizza Express,289
375320,Colortone,245
375460,16bit Trader,429
375510,New kind of adventure,214
375520,Taimumari,302
375600,Air Brawl,8
375620,CortexGear: AngryDroids,302
375680,Apartment 666,259
375770,Quantum Conscience,409
375820,Human Resource Machine,204
375840,Rytmik Ultimate,19
375850,Island Defense,271
375900,Trackmania® Turbo,8159
375910,Anno 2205™,3613
375950,Viridi,18
376210,The Isle,2609
376300,GUILTY GEAR Xrd -SIGN-,242
376480,Ohr: אור,326
376490,The Great Gatsby: Secret Treasure,458
376680,Splendor,4
376730,Monument,256
376760,Big Thinkers Kindergarten,55
376870,Minecraft: Story Mode - A Telltale Games Series,432
376920,Tiki Man,638
377080,Hatoful Boyfriend: Holiday Star,223
377160,Fallout 4,2904
377260,Unearned Bounty,9
377290,Biodrone Battle,371
377310,The Tower Of Elements,260
377330,Close Your Eyes [Old Version],17
377360,Western Press,222
377430,Who Is Mike - A Visual Novel,48
377530,侠客风云传(Tale of Wuxia),4048
377600,Tcheco in the Castle of Lucio,271
377670,G-senjou no Maou - The Devil on G-String,58
377680,Sakura Beach,810
377710,Idol Magical Girl Chiru Chiru Michiru Part 1,662
377720,Idol Magical Girl Chiru Chiru Michiru Part 2,523
377840,FINAL FANTASY IX,3665
377860,Mushihimesama,82
